Date,Description,Amount,Category,Account Name,Transaction Type
29/10/2024,Bus Fare,2186,Shopping,Checking Account,Deposit
30/10/2024,Stock Investment,-1287,Transportation,Savings Account,Withdrawal
31/10/2024,Monthly Rent,3977,Food,Checking Account,Deposit
01/11/2024,Salary Payment,1602,Food,Checking Account,Deposit
02/11/2024,Movies,2134,Utilities,Savings Account,Deposit
03/11/2024,Stock Investment,1522,Investment,Savings Account,Deposit
04/11/2024,Movies,2268,Salary,Checking Account,Deposit
05/11/2024,Grocery Shopping,2748,Utilities,Checking Account,Deposit
06/11/2024,Bus Fare,2849,Investment,Checking Account,Deposit
07/11/2024,Monthly Rent,-757,Shopping,Checking Account,Withdrawal
08/11/2024,Stock Investment,1709,Utilities,Credit Card,Deposit
09/11/2024,Movies,-919,Rent,Credit Card,Withdrawal
10/11/2024,Electricity Bill,3779,Shopping,Checking Account,Deposit
11/11/2024,Grocery Shopping,-1545,Investment,Credit Card,Withdrawal
12/11/2024,Electricity Bill,2924,Salary,Savings Account,Deposit
13/11/2024,Monthly Rent,-1106,Investment,Credit Card,Withdrawal
14/11/2024,Stock Investment,-616,Utilities,Credit Card,Withdrawal
15/11/2024,Grocery Shopping,-42,Utilities,Checking Account,Withdrawal
16/11/2024,Stock Investment,1072,Entertainment,Credit Card,Deposit
17/11/2024,Bus Fare,-4,Salary,Credit Card,Withdrawal
18/11/2024,Clothing Purchase,2285,Shopping,Credit Card,Deposit
19/11/2024,Grocery Shopping,-1496,Food,Credit Card,Withdrawal
20/11/2024,Electricity Bill,-786,Salary,Savings Account,Withdrawal
21/11/2024,Monthly Rent,-469,Food,Checking Account,Withdrawal
22/11/2024,Bus Fare,1440,Salary,Checking Account,Deposit
23/11/2024,Clothing Purchase,-1177,Salary,Savings Account,Withdrawal
24/11/2024,Salary Payment,-1072,Investment,Credit Card,Withdrawal
25/11/2024,Bus Fare,3029,Salary,Savings Account,Deposit
26/11/2024,Monthly Rent,3236,Entertainment,Credit Card,Deposit
27/11/2024,Movies,-1867,Utilities,Savings Account,Withdrawal
28/11/2024,Grocery Shopping,105,Healthcare,Checking Account,Deposit
29/11/2024,Stock Investment,1627,Food,Checking Account,Deposit
30/11/2024,Monthly Rent,2780,Utilities,Checking Account,Deposit
01/12/2024,Grocery Shopping,-148,Healthcare,Credit Card,Withdrawal
02/12/2024,Stock Investment,2910,Food,Credit Card,Deposit
03/12/2024,Doctor Visit,3268,Food,Savings Account,Deposit
04/12/2024,Electricity Bill,2175,Healthcare,Savings Account,Deposit
05/12/2024,Salary Payment,933,Salary,Checking Account,Deposit
06/12/2024,Bus Fare,1284,Shopping,Credit Card,Deposit
07/12/2024,Monthly Rent,2298,Rent,Savings Account,Deposit
08/12/2024,Salary Payment,811,Utilities,Credit Card,Deposit
09/12/2024,Movies,3348,Investment,Credit Card,Deposit
10/12/2024,Grocery Shopping,3795,Utilities,Checking Account,Deposit
11/12/2024,Grocery Shopping,-750,Investment,Checking Account,Withdrawal
12/12/2024,Monthly Rent,3778,Healthcare,Credit Card,Deposit
13/12/2024,Clothing Purchase,3651,Investment,Credit Card,Deposit
14/12/2024,Clothing Purchase,1512,Food,Credit Card,Deposit
15/12/2024,Doctor Visit,-744,Shopping,Credit Card,Withdrawal
16/12/2024,Electricity Bill,1376,Shopping,Checking Account,Deposit
17/12/2024,Stock Investment,3645,Food,Savings Account,Deposit
18/12/2024,Movies,3262,Entertainment,Checking Account,Deposit
19/12/2024,Salary Payment,1486,Healthcare,Savings Account,Deposit
20/12/2024,Clothing Purchase,1584,Entertainment,Credit Card,Deposit
21/12/2024,Doctor Visit,-604,Entertainment,Savings Account,Withdrawal
22/12/2024,Doctor Visit,1637,Utilities,Checking Account,Deposit
23/12/2024,Monthly Rent,1330,Utilities,Checking Account,Deposit
24/12/2024,Movies,703,Rent,Credit Card,Deposit
25/12/2024,Stock Investment,-1530,Investment,Checking Account,Withdrawal
26/12/2024,Electricity Bill,3131,Food,Credit Card,Deposit
27/12/2024,Bus Fare,-647,Utilities,Checking Account,Withdrawal
28/12/2024,Monthly Rent,783,Healthcare,Checking Account,Deposit
29/12/2024,Stock Investment,831,Investment,Credit Card,Deposit
30/12/2024,Bus Fare,3063,Rent,Savings Account,Deposit
31/12/2024,Bus Fare,-1643,Rent,Checking Account,Withdrawal
01/01/2025,Movies,1019,Healthcare,Savings Account,Deposit
02/01/2025,Movies,-1333,Entertainment,Checking Account,Withdrawal
03/01/2025,Salary Payment,2468,Shopping,Checking Account,Deposit
04/01/2025,Doctor Visit,3127,Healthcare,Checking Account,Deposit
05/01/2025,Stock Investment,-855,Transportation,Checking Account,Withdrawal
06/01/2025,Monthly Rent,3467,Healthcare,Savings Account,Deposit
07/01/2025,Grocery Shopping,2185,Rent,Savings Account,Deposit
08/01/2025,Monthly Rent,1719,Food,Checking Account,Deposit
09/01/2025,Salary Payment,745,Utilities,Checking Account,Deposit
10/01/2025,Electricity Bill,-1461,Food,Savings Account,Withdrawal
11/01/2025,Doctor Visit,779,Rent,Credit Card,Deposit
12/01/2025,Grocery Shopping,2964,Utilities,Credit Card,Deposit
13/01/2025,Clothing Purchase,2136,Transportation,Savings Account,Deposit
14/01/2025,Electricity Bill,2835,Shopping,Checking Account,Deposit
15/01/2025,Movies,1775,Investment,Checking Account,Deposit
16/01/2025,Bus Fare,3320,Rent,Credit Card,Deposit
17/01/2025,Clothing Purchase,3024,Rent,Credit Card,Deposit
18/01/2025,Monthly Rent,508,Rent,Savings Account,Deposit
19/01/2025,Monthly Rent,779,Utilities,Credit Card,Deposit
20/01/2025,Movies,-1076,Salary,Savings Account,Withdrawal
21/01/2025,Salary Payment,956,Healthcare,Credit Card,Deposit
22/01/2025,Stock Investment,-419,Salary,Credit Card,Withdrawal
23/01/2025,Clothing Purchase,1324,Transportation,Credit Card,Deposit
24/01/2025,Clothing Purchase,2485,Shopping,Checking Account,Deposit
25/01/2025,Electricity Bill,3713,Entertainment,Checking Account,Deposit
26/01/2025,Doctor Visit,-1745,Transportation,Checking Account,Withdrawal
27/01/2025,Electricity Bill,2804,Entertainment,Credit Card,Deposit
28/01/2025,Stock Investment,-162,Entertainment,Savings Account,Withdrawal
29/01/2025,Monthly Rent,-56,Shopping,Savings Account,Withdrawal
30/01/2025,Monthly Rent,-1991,Food,Savings Account,Withdrawal
31/01/2025,Monthly Rent,871,Salary,Savings Account,Deposit
01/02/2025,Monthly Rent,-1203,Rent,Checking Account,Withdrawal
02/02/2025,Stock Investment,2972,Investment,Checking Account,Deposit
03/02/2025,Movies,3124,Entertainment,Credit Card,Deposit
04/02/2025,Doctor Visit,-985,Transportation,Credit Card,Withdrawal
05/02/2025,Stock Investment,-176,Food,Savings Account,Withdrawal
06/02/2025,Doctor Visit,2469,Entertainment,Checking Account,Deposit
07/02/2025,Stock Investment,1136,Food,Savings Account,Deposit
08/02/2025,Monthly Rent,193,Food,Credit Card,Deposit
09/02/2025,Movies,-1777,Entertainment,Credit Card,Withdrawal
10/02/2025,Clothing Purchase,3358,Utilities,Savings Account,Deposit
11/02/2025,Electricity Bill,3898,Healthcare,Credit Card,Deposit
12/02/2025,Bus Fare,2948,Rent,Savings Account,Deposit
13/02/2025,Movies,2158,Rent,Checking Account,Deposit
14/02/2025,Clothing Purchase,3336,Utilities,Savings Account,Deposit
15/02/2025,Salary Payment,1925,Rent,Checking Account,Deposit
16/02/2025,Stock Investment,2784,Food,Checking Account,Deposit
17/02/2025,Salary Payment,3580,Shopping,Credit Card,Deposit
18/02/2025,Clothing Purchase,2000,Transportation,Credit Card,Deposit
19/02/2025,Movies,-367,Salary,Credit Card,Withdrawal
20/02/2025,Stock Investment,152,Rent,Savings Account,Deposit
21/02/2025,Bus Fare,-1490,Shopping,Savings Account,Withdrawal
22/02/2025,Monthly Rent,-1616,Entertainment,Credit Card,Withdrawal
23/02/2025,Stock Investment,-1596,Healthcare,Savings Account,Withdrawal
24/02/2025,Stock Investment,2613,Food,Credit Card,Deposit
25/02/2025,Movies,2571,Healthcare,Savings Account,Deposit
26/02/2025,Movies,0,Transportation,Checking Account,Withdrawal
27/02/2025,Clothing Purchase,756,Transportation,Checking Account,Deposit
28/02/2025,Grocery Shopping,-332,Utilities,Credit Card,Withdrawal
01/03/2025,Stock Investment,3989,Investment,Savings Account,Deposit
02/03/2025,Electricity Bill,-540,Utilities,Savings Account,Withdrawal
03/03/2025,Stock Investment,1636,Shopping,Checking Account,Deposit
04/03/2025,Clothing Purchase,724,Healthcare,Checking Account,Deposit
05/03/2025,Doctor Visit,2809,Investment,Credit Card,Deposit
06/03/2025,Salary Payment,2178,Entertainment,Checking Account,Deposit
07/03/2025,Monthly Rent,3264,Food,Credit Card,Deposit
08/03/2025,Grocery Shopping,3997,Healthcare,Checking Account,Deposit
09/03/2025,Bus Fare,48,Utilities,Checking Account,Deposit
10/03/2025,Bus Fare,2146,Salary,Savings Account,Deposit
11/03/2025,Bus Fare,2780,Investment,Checking Account,Deposit
12/03/2025,Movies,-1284,Investment,Checking Account,Withdrawal
13/03/2025,Bus Fare,3565,Food,Credit Card,Deposit
14/03/2025,Monthly Rent,2544,Rent,Checking Account,Deposit
15/03/2025,Salary Payment,2976,Transportation,Credit Card,Deposit
16/03/2025,Bus Fare,2583,Transportation,Checking Account,Deposit
17/03/2025,Stock Investment,-177,Salary,Checking Account,Withdrawal
18/03/2025,Stock Investment,81,Shopping,Credit Card,Deposit
19/03/2025,Movies,1419,Shopping,Savings Account,Deposit
20/03/2025,Monthly Rent,-426,Entertainment,Credit Card,Withdrawal
21/03/2025,Salary Payment,-1751,Healthcare,Credit Card,Withdrawal
22/03/2025,Grocery Shopping,-1327,Rent,Credit Card,Withdrawal
23/03/2025,Clothing Purchase,2533,Utilities,Savings Account,Deposit
24/03/2025,Salary Payment,165,Investment,Checking Account,Deposit
25/03/2025,Clothing Purchase,-1230,Salary,Credit Card,Withdrawal
26/03/2025,Doctor Visit,1962,Transportation,Credit Card,Deposit
27/03/2025,Clothing Purchase,2363,Entertainment,Savings Account,Deposit
28/03/2025,Electricity Bill,-16,Shopping,Credit Card,Withdrawal
29/03/2025,Stock Investment,-923,Salary,Checking Account,Withdrawal
30/03/2025,Monthly Rent,-1765,Investment,Savings Account,Withdrawal
31/03/2025,Movies,-1612,Utilities,Checking Account,Withdrawal
01/04/2025,Electricity Bill,1037,Entertainment,Checking Account,Deposit
02/04/2025,Clothing Purchase,2858,Investment,Savings Account,Deposit
03/04/2025,Bus Fare,-152,Transportation,Credit Card,Withdrawal
04/04/2025,Monthly Rent,2719,Transportation,Checking Account,Deposit
05/04/2025,Electricity Bill,814,Transportation,Checking Account,Deposit
06/04/2025,Movies,1374,Salary,Checking Account,Deposit
07/04/2025,Stock Investment,1278,Salary,Checking Account,Deposit
08/04/2025,Monthly Rent,-748,Shopping,Savings Account,Withdrawal
09/04/2025,Movies,1981,Shopping,Savings Account,Deposit
10/04/2025,Doctor Visit,2673,Utilities,Checking Account,Deposit
11/04/2025,Doctor Visit,122,Entertainment,Credit Card,Deposit
12/04/2025,Movies,2530,Food,Checking Account,Deposit
13/04/2025,Electricity Bill,150,Food,Credit Card,Deposit
14/04/2025,Monthly Rent,2859,Investment,Checking Account,Deposit
15/04/2025,Electricity Bill,-671,Transportation,Credit Card,Withdrawal
16/04/2025,Grocery Shopping,-642,Entertainment,Checking Account,Withdrawal
17/04/2025,Clothing Purchase,482,Salary,Credit Card,Deposit
18/04/2025,Grocery Shopping,2542,Healthcare,Checking Account,Deposit
19/04/2025,Doctor Visit,17,Rent,Checking Account,Deposit
20/04/2025,Stock Investment,-669,Utilities,Credit Card,Withdrawal
21/04/2025,Salary Payment,2344,Transportation,Savings Account,Deposit
22/04/2025,Clothing Purchase,2261,Transportation,Credit Card,Deposit
23/04/2025,Doctor Visit,-642,Transportation,Savings Account,Withdrawal
24/04/2025,Electricity Bill,3115,Salary,Checking Account,Deposit
25/04/2025,Electricity Bill,2637,Salary,Credit Card,Deposit
26/04/2025,Electricity Bill,2854,Rent,Credit Card,Deposit
27/04/2025,Stock Investment,1177,Entertainment,Credit Card,Deposit
28/04/2025,Grocery Shopping,128,Transportation,Savings Account,Deposit
29/04/2025,Salary Payment,180,Food,Savings Account,Deposit
30/04/2025,Electricity Bill,2892,Shopping,Checking Account,Deposit
01/05/2025,Clothing Purchase,-1863,Food,Savings Account,Withdrawal
02/05/2025,Monthly Rent,1472,Investment,Savings Account,Deposit
03/05/2025,Salary Payment,3449,Food,Checking Account,Deposit
04/05/2025,Stock Investment,832,Investment,Credit Card,Deposit
05/05/2025,Salary Payment,1579,Healthcare,Credit Card,Deposit
06/05/2025,Monthly Rent,3971,Shopping,Checking Account,Deposit
07/05/2025,Clothing Purchase,1031,Food,Credit Card,Deposit
08/05/2025,Monthly Rent,2164,Healthcare,Savings Account,Deposit
09/05/2025,Movies,593,Utilities,Checking Account,Deposit
10/05/2025,Clothing Purchase,3569,Entertainment,Checking Account,Deposit
11/05/2025,Salary Payment,2300,Healthcare,Checking Account,Deposit
12/05/2025,Electricity Bill,1818,Entertainment,Credit Card,Deposit
13/05/2025,Salary Payment,2138,Food,Checking Account,Deposit
14/05/2025,Salary Payment,1823,Healthcare,Checking Account,Deposit
15/05/2025,Clothing Purchase,2042,Shopping,Checking Account,Deposit
16/05/2025,Movies,-94,Food,Credit Card,Withdrawal
17/05/2025,Salary Payment,-1240,Transportation,Savings Account,Withdrawal
18/05/2025,Doctor Visit,1445,Salary,Checking Account,Deposit
19/05/2025,Bus Fare,-1101,Healthcare,Savings Account,Withdrawal
20/05/2025,Bus Fare,2455,Shopping,Credit Card,Deposit
21/05/2025,Salary Payment,947,Utilities,Credit Card,Deposit
22/05/2025,Electricity Bill,-281,Transportation,Credit Card,Withdrawal
23/05/2025,Stock Investment,-1720,Utilities,Credit Card,Withdrawal
24/05/2025,Stock Investment,1266,Food,Savings Account,Deposit
25/05/2025,Clothing Purchase,-113,Salary,Checking Account,Withdrawal
26/05/2025,Bus Fare,1266,Healthcare,Credit Card,Deposit
27/05/2025,Salary Payment,-1334,Healthcare,Credit Card,Withdrawal
28/05/2025,Stock Investment,2188,Food,Savings Account,Deposit
29/05/2025,Salary Payment,-1329,Food,Savings Account,Withdrawal
30/05/2025,Clothing Purchase,-31,Salary,Credit Card,Withdrawal
31/05/2025,Bus Fare,2156,Shopping,Checking Account,Deposit
01/06/2025,Monthly Rent,1122,Shopping,Checking Account,Deposit
02/06/2025,Doctor Visit,3124,Salary,Credit Card,Deposit
03/06/2025,Doctor Visit,3585,Shopping,Savings Account,Deposit
04/06/2025,Stock Investment,2699,Investment,Credit Card,Deposit
05/06/2025,Doctor Visit,2777,Entertainment,Credit Card,Deposit
06/06/2025,Monthly Rent,1900,Salary,Savings Account,Deposit
07/06/2025,Salary Payment,3524,Salary,Credit Card,Deposit
08/06/2025,Clothing Purchase,-1477,Rent,Credit Card,Withdrawal
09/06/2025,Monthly Rent,393,Transportation,Credit Card,Deposit
10/06/2025,Clothing Purchase,1117,Transportation,Savings Account,Deposit
11/06/2025,Clothing Purchase,593,Investment,Checking Account,Deposit
12/06/2025,Bus Fare,-32,Food,Checking Account,Withdrawal
13/06/2025,Salary Payment,3197,Food,Savings Account,Deposit
14/06/2025,Doctor Visit,-247,Utilities,Checking Account,Withdrawal
15/06/2025,Bus Fare,3932,Investment,Credit Card,Deposit
16/06/2025,Clothing Purchase,296,Salary,Checking Account,Deposit
17/06/2025,Stock Investment,3240,Investment,Credit Card,Deposit
18/06/2025,Doctor Visit,261,Investment,Checking Account,Deposit
19/06/2025,Doctor Visit,286,Investment,Savings Account,Deposit
20/06/2025,Salary Payment,3175,Transportation,Checking Account,Deposit
21/06/2025,Movies,2202,Investment,Checking Account,Deposit
22/06/2025,Grocery Shopping,878,Entertainment,Checking Account,Deposit
23/06/2025,Grocery Shopping,2143,Food,Savings Account,Deposit
24/06/2025,Grocery Shopping,1644,Utilities,Checking Account,Deposit
25/06/2025,Movies,2432,Entertainment,Savings Account,Deposit
26/06/2025,Salary Payment,3145,Utilities,Credit Card,Deposit
27/06/2025,Movies,3376,Rent,Checking Account,Deposit
28/06/2025,Grocery Shopping,55,Utilities,Savings Account,Deposit
29/06/2025,Bus Fare,2720,Food,Savings Account,Deposit
30/06/2025,Monthly Rent,3986,Food,Checking Account,Deposit
01/07/2025,Clothing Purchase,-724,Investment,Credit Card,Withdrawal
02/07/2025,Movies,3811,Healthcare,Savings Account,Deposit
03/07/2025,Salary Payment,766,Rent,Checking Account,Deposit
04/07/2025,Salary Payment,-1698,Salary,Credit Card,Withdrawal
05/07/2025,Monthly Rent,-1362,Shopping,Savings Account,Withdrawal
06/07/2025,Stock Investment,-1945,Utilities,Savings Account,Withdrawal
07/07/2025,Doctor Visit,2821,Healthcare,Credit Card,Deposit
08/07/2025,Grocery Shopping,-1475,Investment,Credit Card,Withdrawal
09/07/2025,Stock Investment,2569,Transportation,Checking Account,Deposit
10/07/2025,Grocery Shopping,2123,Salary,Checking Account,Deposit
11/07/2025,Monthly Rent,125,Healthcare,Savings Account,Deposit
12/07/2025,Grocery Shopping,1287,Transportation,Credit Card,Deposit
13/07/2025,Monthly Rent,-1636,Rent,Credit Card,Withdrawal
14/07/2025,Electricity Bill,2621,Investment,Credit Card,Deposit
15/07/2025,Stock Investment,3431,Salary,Savings Account,Deposit
16/07/2025,Stock Investment,2978,Salary,Credit Card,Deposit
17/07/2025,Doctor Visit,3126,Salary,Credit Card,Deposit
18/07/2025,Monthly Rent,3122,Rent,Savings Account,Deposit
19/07/2025,Movies,-354,Utilities,Checking Account,Withdrawal
20/07/2025,Electricity Bill,-1082,Rent,Checking Account,Withdrawal
21/07/2025,Bus Fare,797,Shopping,Savings Account,Deposit
22/07/2025,Grocery Shopping,3870,Food,Credit Card,Deposit
23/07/2025,Electricity Bill,-469,Investment,Savings Account,Withdrawal
24/07/2025,Monthly Rent,1345,Rent,Checking Account,Deposit
25/07/2025,Clothing Purchase,-94,Transportation,Checking Account,Withdrawal
26/07/2025,Grocery Shopping,1086,Shopping,Savings Account,Deposit
27/07/2025,Salary Payment,3311,Food,Savings Account,Deposit
28/07/2025,Stock Investment,3750,Utilities,Checking Account,Deposit
29/07/2025,Monthly Rent,2580,Transportation,Savings Account,Deposit
30/07/2025,Salary Payment,75,Investment,Checking Account,Deposit
31/07/2025,Doctor Visit,-1287,Transportation,Savings Account,Withdrawal
01/08/2025,Bus Fare,-938,Food,Savings Account,Withdrawal
02/08/2025,Bus Fare,-24,Transportation,Savings Account,Withdrawal
03/08/2025,Salary Payment,-704,Entertainment,Checking Account,Withdrawal
04/08/2025,Stock Investment,3350,Healthcare,Savings Account,Deposit
05/08/2025,Doctor Visit,-1875,Utilities,Checking Account,Withdrawal
06/08/2025,Clothing Purchase,2632,Food,Checking Account,Deposit
07/08/2025,Stock Investment,1596,Transportation,Savings Account,Deposit
08/08/2025,Electricity Bill,1283,Healthcare,Savings Account,Deposit
09/08/2025,Bus Fare,-397,Healthcare,Checking Account,Withdrawal
10/08/2025,Electricity Bill,-1934,Transportation,Checking Account,Withdrawal
11/08/2025,Grocery Shopping,-1768,Investment,Credit Card,Withdrawal
12/08/2025,Movies,156,Entertainment,Checking Account,Deposit
13/08/2025,Monthly Rent,-831,Rent,Credit Card,Withdrawal
14/08/2025,Doctor Visit,158,Entertainment,Credit Card,Deposit
15/08/2025,Stock Investment,2206,Transportation,Credit Card,Deposit
16/08/2025,Bus Fare,-507,Utilities,Savings Account,Withdrawal
17/08/2025,Electricity Bill,2718,Rent,Savings Account,Deposit
18/08/2025,Grocery Shopping,2007,Food,Checking Account,Deposit
19/08/2025,Monthly Rent,472,Entertainment,Credit Card,Deposit
20/08/2025,Monthly Rent,660,Transportation,Savings Account,Deposit
21/08/2025,Stock Investment,3637,Entertainment,Savings Account,Deposit
22/08/2025,Doctor Visit,739,Rent,Savings Account,Deposit
23/08/2025,Clothing Purchase,3401,Shopping,Savings Account,Deposit
24/08/2025,Stock Investment,-239,Entertainment,Savings Account,Withdrawal
25/08/2025,Electricity Bill,1514,Food,Credit Card,Deposit
26/08/2025,Movies,-25,Food,Credit Card,Withdrawal
27/08/2025,Salary Payment,362,Salary,Credit Card,Deposit
28/08/2025,Clothing Purchase,-1124,Entertainment,Credit Card,Withdrawal
29/08/2025,Doctor Visit,1812,Investment,Checking Account,Deposit
30/08/2025,Grocery Shopping,1448,Healthcare,Credit Card,Deposit
31/08/2025,Clothing Purchase,-688,Healthcare,Savings Account,Withdrawal
01/09/2025,Bus Fare,-540,Healthcare,Credit Card,Withdrawal
02/09/2025,Doctor Visit,709,Shopping,Checking Account,Deposit
03/09/2025,Movies,324,Salary,Savings Account,Deposit
04/09/2025,Bus Fare,-267,Shopping,Credit Card,Withdrawal
05/09/2025,Clothing Purchase,-395,Entertainment,Credit Card,Withdrawal
06/09/2025,Salary Payment,3622,Entertainment,Credit Card,Deposit
07/09/2025,Salary Payment,563,Entertainment,Savings Account,Deposit
08/09/2025,Movies,1421,Utilities,Savings Account,Deposit
09/09/2025,Monthly Rent,1517,Healthcare,Checking Account,Deposit
10/09/2025,Grocery Shopping,397,Utilities,Savings Account,Deposit
11/09/2025,Monthly Rent,3726,Salary,Savings Account,Deposit
12/09/2025,Salary Payment,1735,Shopping,Credit Card,Deposit
13/09/2025,Salary Payment,870,Healthcare,Savings Account,Deposit
14/09/2025,Electricity Bill,-840,Utilities,Credit Card,Withdrawal
15/09/2025,Bus Fare,2854,Utilities,Credit Card,Deposit
16/09/2025,Clothing Purchase,-1758,Transportation,Savings Account,Withdrawal
17/09/2025,Grocery Shopping,590,Utilities,Checking Account,Deposit
18/09/2025,Movies,-937,Investment,Checking Account,Withdrawal
19/09/2025,Clothing Purchase,2324,Investment,Savings Account,Deposit
20/09/2025,Electricity Bill,595,Shopping,Checking Account,Deposit
21/09/2025,Salary Payment,-1081,Investment,Credit Card,Withdrawal
22/09/2025,Movies,3342,Shopping,Credit Card,Deposit
23/09/2025,Salary Payment,-1995,Shopping,Savings Account,Withdrawal
24/09/2025,Grocery Shopping,-1533,Salary,Checking Account,Withdrawal
25/09/2025,Bus Fare,3851,Transportation,Checking Account,Deposit
26/09/2025,Clothing Purchase,2170,Entertainment,Credit Card,Deposit
